QGC WPL 110
0	1	0	16	0	0	0	0	-15.84305037091549	-47.92732717578635	0	1
0	1	0	22	0	0	0	0	0	0	50	1
0	1	0	16	0	0	0	0	-15.84305037091549	-47.92732717578635	50	1
0	1	0	16	0	0	0	0	-15.843029728351933	-47.92708041255698	50	1
0	1	0	16	0	0	0	0	-15.843012427965867	-47.926861442535845	50	1
0	1	0	16	0	0	0	0	-15.8428937331743	-47.926582492798296	50	1
0	1	0	16	0	0	0	0	-15.842599576216172	-47.926137246101824	50	1
0	1	0	16	0	0	0	0	-15.842181562959507	-47.92592803379866	50	1
0	1	0	16	0	0	0	0	-15.841675605251556	-47.9259038277701	50	1
0	1	0	16	0	0	0	0	-15.841135018594722	-47.92588237009798	50	1
0	1	0	16	0	0	0	0	-15.840679061190839	-47.925889671609156	50	1
