QGC WPL 110
0	1	0	16	0	0	0	0	-15.839457488614402	-47.92850407444168	0	1
0	1	0	22	0	0	0	0	0	0	50	1
0	1	0	16	0	0	0	0	-15.839457488614402	-47.92850407444168	50	1
0	1	0	16	0	0	0	0	-15.839772293048519	-47.92828949772049	50	1
0	1	0	16	0	0	0	0	-15.840112900572064	-47.927989090310824	50	1
0	1	0	16	0	0	0	0	-15.84033997193526	-47.92763235651184	50	1
0	1	0	16	0	0	0	0	-15.840546400225675	-47.927200520860445	50	1
0	1	0	16	0	0	0	0	-15.840670257098646	-47.92658897720505	50	1
0	1	0	16	0	0	0	0	-15.840680935843915	-47.92607917068945	50	1
0	1	0	16	0	0	0	0	-15.840679000580955	-47.9258900749539	50	1
